"","nlc2022_7class","T_MAPCODE","PROVINCE","n"
"695","2","FFd4","Eastern Cape",0
"696","3","FFd4","Eastern Cape",0
"697","4","FFd4","Eastern Cape",0
"698","5","FFd4","Eastern Cape",0
"699","6","FFd4","Eastern Cape",0
"700","7","FFd4","Eastern Cape",0
"701","1","FFd5","Eastern Cape",0
"702","2","FFd5","Eastern Cape",0
"703","3","FFd5","Eastern Cape",0
"704","4","FFd5","Eastern Cape",0
"705","5","FFd5","Eastern Cape",0
"706","6","FFd5","Eastern Cape",0
"707","7","FFd5","Eastern Cape",0
"708","1","FFd6","Eastern Cape",0
"709","2","FFd6","Eastern Cape",0
"710","3","FFd6","Eastern Cape",0
"711","4","FFd6","Eastern Cape",0
"712","5","FFd6","Eastern Cape",0
"713","6","FFd6","Eastern Cape",0
"714","7","FFd6","Eastern Cape",0
"715","1","FFd7","Eastern Cape",0
"716","2","FFd7","Eastern Cape",0
"717","3","FFd7","Eastern Cape",0
"718","4","FFd7","Eastern Cape",0
"719","5","FFd7","Eastern Cape",0
"720","6","FFd7","Eastern Cape",0
"721","7","FFd7","Eastern Cape",0
"722","1","FFd8","Eastern Cape",0
"723","2","FFd8","Eastern Cape",0
"724","3","FFd8","Eastern Cape",0
"725","4","FFd8","Eastern Cape",0
"726","5","FFd8","Eastern Cape",0
"727","6","FFd8","Eastern Cape",0
"728","7","FFd8","Eastern Cape",0
"729","1","FFd9","Eastern Cape",0
"730","2","FFd9","Eastern Cape",0
"731","3","FFd9","Eastern Cape",0
"732","4","FFd9","Eastern Cape",0
"733","5","FFd9","Eastern Cape",0
"734","6","FFd9","Eastern Cape",0
"735","7","FFd9","Eastern Cape",0
"736","1","FFf1","Eastern Cape",0
"737","2","FFf1","Eastern Cape",0
"738","3","FFf1","Eastern Cape",0
"739","4","FFf1","Eastern Cape",0
"740","5","FFf1","Eastern Cape",0
"741","6","FFf1","Eastern Cape",0
"742","7","FFf1","Eastern Cape",0
"743","1","FFf2","Eastern Cape",0
"744","2","FFf2","Eastern Cape",0
"745","3","FFf2","Eastern Cape",0
"746","4","FFf2","Eastern Cape",0
"747","5","FFf2","Eastern Cape",0
"748","6","FFf2","Eastern Cape",0
"749","7","FFf2","Eastern Cape",0
"750","1","FFg1","Eastern Cape",0
"751","2","FFg1","Eastern Cape",0
"752","3","FFg1","Eastern Cape",0
"753","4","FFg1","Eastern Cape",0
"754","5","FFg1","Eastern Cape",0
"755","6","FFg1","Eastern Cape",0
"756","7","FFg1","Eastern Cape",0
"757","1","FFg2","Eastern Cape",0
"758","2","FFg2","Eastern Cape",0
"759","3","FFg2","Eastern Cape",0
"760","4","FFg2","Eastern Cape",0
"761","5","FFg2","Eastern Cape",0
"762","6","FFg2","Eastern Cape",0
"763","7","FFg2","Eastern Cape",0
"764","1","FFg3","Eastern Cape",0
"765","2","FFg3","Eastern Cape",0
"766","3","FFg3","Eastern Cape",0
"767","4","FFg3","Eastern Cape",0
"768","5","FFg3","Eastern Cape",0
"769","6","FFg3","Eastern Cape",0
"770","7","FFg3","Eastern Cape",0
"771","1","FFg4","Eastern Cape",0
"772","2","FFg4","Eastern Cape",0
"773","3","FFg4","Eastern Cape",0
"774","4","FFg4","Eastern Cape",0
"775","5","FFg4","Eastern Cape",0
"776","6","FFg4","Eastern Cape",0
"777","7","FFg4","Eastern Cape",0
"778","1","FFg5","Eastern Cape",0
"779","2","FFg5","Eastern Cape",0
"780","3","FFg5","Eastern Cape",0
"781","4","FFg5","Eastern Cape",0
"782","5","FFg5","Eastern Cape",0
"783","6","FFg5","Eastern Cape",0
"784","7","FFg5","Eastern Cape",0
"785","1","FFh1","Eastern Cape",0
"786","2","FFh1","Eastern Cape",0
"787","3","FFh1","Eastern Cape",0
"788","4","FFh1","Eastern Cape",0
"789","5","FFh1","Eastern Cape",0
"790","6","FFh1","Eastern Cape",0
"791","7","FFh1","Eastern Cape",0
"792","1","FFh10","Eastern Cape",694871
"793","2","FFh10","Eastern Cape",6797
"794","3","FFh10","Eastern Cape",49
"795","4","FFh10","Eastern Cape",447
"796","5","FFh10","Eastern Cape",5170
"797","6","FFh10","Eastern Cape",0
"798","7","FFh10","Eastern Cape",835
"799","1","FFh11","Eastern Cape",0
"800","2","FFh11","Eastern Cape",0
"801","3","FFh11","Eastern Cape",0
"802","4","FFh11","Eastern Cape",0
"803","5","FFh11","Eastern Cape",0
"804","6","FFh11","Eastern Cape",0
"805","7","FFh11","Eastern Cape",0
"806","1","FFh2","Eastern Cape",0
"807","2","FFh2","Eastern Cape",0
"808","3","FFh2","Eastern Cape",0
"809","4","FFh2","Eastern Cape",0
"810","5","FFh2","Eastern Cape",0
"811","6","FFh2","Eastern Cape",0
"812","7","FFh2","Eastern Cape",0
"813","1","FFh3","Eastern Cape",0
"814","2","FFh3","Eastern Cape",0
"815","3","FFh3","Eastern Cape",0
"816","4","FFh3","Eastern Cape",0
"817","5","FFh3","Eastern Cape",0
"818","6","FFh3","Eastern Cape",0
"819","7","FFh3","Eastern Cape",0
"820","1","FFh4","Eastern Cape",0
"821","2","FFh4","Eastern Cape",0
"822","3","FFh4","Eastern Cape",0
"823","4","FFh4","Eastern Cape",0
"824","5","FFh4","Eastern Cape",0
"825","6","FFh4","Eastern Cape",0
"826","7","FFh4","Eastern Cape",0
"827","1","FFh5","Eastern Cape",0
"828","2","FFh5","Eastern Cape",0
"829","3","FFh5","Eastern Cape",0
"830","4","FFh5","Eastern Cape",0
"831","5","FFh5","Eastern Cape",0
"832","6","FFh5","Eastern Cape",0
"833","7","FFh5","Eastern Cape",0
"834","1","FFh6","Eastern Cape",0
"835","2","FFh6","Eastern Cape",0
"836","3","FFh6","Eastern Cape",0
"837","4","FFh6","Eastern Cape",0
"838","5","FFh6","Eastern Cape",0
"839","6","FFh6","Eastern Cape",0
"840","7","FFh6","Eastern Cape",0
"841","1","FFh7","Eastern Cape",0
"842","2","FFh7","Eastern Cape",0
"843","3","FFh7","Eastern Cape",0
"844","4","FFh7","Eastern Cape",0
"845","5","FFh7","Eastern Cape",0
"846","6","FFh7","Eastern Cape",0
"847","7","FFh7","Eastern Cape",0
"848","1","FFh8","Eastern Cape",0
"849","2","FFh8","Eastern Cape",0
"850","3","FFh8","Eastern Cape",0
"851","4","FFh8","Eastern Cape",0
"852","5","FFh8","Eastern Cape",0
"853","6","FFh8","Eastern Cape",0
"854","7","FFh8","Eastern Cape",0
"855","1","FFh9","Eastern Cape",13596
"856","2","FFh9","Eastern Cape",7406
"857","3","FFh9","Eastern Cape",402
"858","4","FFh9","Eastern Cape",1203
"859","5","FFh9","Eastern Cape",28891
"860","6","FFh9","Eastern Cape",0
"861","7","FFh9","Eastern Cape",41451
"862","1","FFl1","Eastern Cape",0
"863","2","FFl1","Eastern Cape",0
"864","3","FFl1","Eastern Cape",0
"865","4","FFl1","Eastern Cape",0
"866","5","FFl1","Eastern Cape",0
"867","6","FFl1","Eastern Cape",0
"868","7","FFl1","Eastern Cape",0
"869","1","FFl2","Eastern Cape",0
"870","2","FFl2","Eastern Cape",0
"871","3","FFl2","Eastern Cape",0
"872","4","FFl2","Eastern Cape",0
"873","5","FFl2","Eastern Cape",0
"874","6","FFl2","Eastern Cape",0
"875","7","FFl2","Eastern Cape",0
"876","1","FFl3","Eastern Cape",0
"877","2","FFl3","Eastern Cape",0
"878","3","FFl3","Eastern Cape",0
"879","4","FFl3","Eastern Cape",0
"880","5","FFl3","Eastern Cape",0
"881","6","FFl3","Eastern Cape",0
"882","7","FFl3","Eastern Cape",0
"883","1","FFq1","Eastern Cape",0
"884","2","FFq1","Eastern Cape",0
"885","3","FFq1","Eastern Cape",0
"886","4","FFq1","Eastern Cape",0
"887","5","FFq1","Eastern Cape",0
"888","6","FFq1","Eastern Cape",0
"889","7","FFq1","Eastern Cape",0
"890","1","FFq2","Eastern Cape",0
"891","2","FFq2","Eastern Cape",0
"892","3","FFq2","Eastern Cape",0
"893","4","FFq2","Eastern Cape",0
"894","5","FFq2","Eastern Cape",0
"895","6","FFq2","Eastern Cape",0
"896","7","FFq2","Eastern Cape",0
"897","1","FFq3","Eastern Cape",0
"898","2","FFq3","Eastern Cape",0
"899","3","FFq3","Eastern Cape",0
"900","4","FFq3","Eastern Cape",0
"901","5","FFq3","Eastern Cape",0
"902","6","FFq3","Eastern Cape",0
"903","7","FFq3","Eastern Cape",0
"904","1","FFq4","Eastern Cape",0
"905","2","FFq4","Eastern Cape",0
"906","3","FFq4","Eastern Cape",0
"907","4","FFq4","Eastern Cape",0
"908","5","FFq4","Eastern Cape",0
"909","6","FFq4","Eastern Cape",0
"910","7","FFq4","Eastern Cape",0
"911","1","FFq5","Eastern Cape",881862
"912","2","FFq5","Eastern Cape",316
"913","3","FFq5","Eastern Cape",69
"914","4","FFq5","Eastern Cape",201
"915","5","FFq5","Eastern Cape",33
"916","6","FFq5","Eastern Cape",0
"917","7","FFq5","Eastern Cape",0
"918","1","FFq6","Eastern Cape",1671435
"919","2","FFq6","Eastern Cape",17545
"920","3","FFq6","Eastern Cape",231
"921","4","FFq6","Eastern Cape",2174
"922","5","FFq6","Eastern Cape",9496
"923","6","FFq6","Eastern Cape",158
"924","7","FFq6","Eastern Cape",7155
"925","1","FFs1","Eastern Cape",0
"926","2","FFs1","Eastern Cape",0
"927","3","FFs1","Eastern Cape",0
"928","4","FFs1","Eastern Cape",0
"929","5","FFs1","Eastern Cape",0
"930","6","FFs1","Eastern Cape",0
"931","7","FFs1","Eastern Cape",0
"932","1","FFs10","Eastern Cape",0
"933","2","FFs10","Eastern Cape",0
"934","3","FFs10","Eastern Cape",0
"935","4","FFs10","Eastern Cape",0
"936","5","FFs10","Eastern Cape",0
"937","6","FFs10","Eastern Cape",0
"938","7","FFs10","Eastern Cape",0
"939","1","FFs11","Eastern Cape",0
"940","2","FFs11","Eastern Cape",0
"941","3","FFs11","Eastern Cape",0
"942","4","FFs11","Eastern Cape",0
"943","5","FFs11","Eastern Cape",0
"944","6","FFs11","Eastern Cape",0
"945","7","FFs11","Eastern Cape",0
"946","1","FFs12","Eastern Cape",0
"947","2","FFs12","Eastern Cape",0
"948","3","FFs12","Eastern Cape",0
"949","4","FFs12","Eastern Cape",0
"950","5","FFs12","Eastern Cape",0
"951","6","FFs12","Eastern Cape",0
"952","7","FFs12","Eastern Cape",0
"953","1","FFs13","Eastern Cape",0
"954","2","FFs13","Eastern Cape",0
"955","3","FFs13","Eastern Cape",0
"956","4","FFs13","Eastern Cape",0
"957","5","FFs13","Eastern Cape",0
"958","6","FFs13","Eastern Cape",0
"959","7","FFs13","Eastern Cape",0
"960","1","FFs14","Eastern Cape",0
"961","2","FFs14","Eastern Cape",0
"962","3","FFs14","Eastern Cape",0
"963","4","FFs14","Eastern Cape",0
"964","5","FFs14","Eastern Cape",0
"965","6","FFs14","Eastern Cape",0
"966","7","FFs14","Eastern Cape",0
"967","1","FFs15","Eastern Cape",0
"968","2","FFs15","Eastern Cape",0
"969","3","FFs15","Eastern Cape",0
"970","4","FFs15","Eastern Cape",0
"971","5","FFs15","Eastern Cape",0
"972","6","FFs15","Eastern Cape",0
"973","7","FFs15","Eastern Cape",0
"974","1","FFs16","Eastern Cape",0
"975","2","FFs16","Eastern Cape",0
"976","3","FFs16","Eastern Cape",0
"977","4","FFs16","Eastern Cape",0
"978","5","FFs16","Eastern Cape",0
"979","6","FFs16","Eastern Cape",0
"980","7","FFs16","Eastern Cape",0
"981","1","FFs17","Eastern Cape",0
"982","2","FFs17","Eastern Cape",0
"983","3","FFs17","Eastern Cape",0
"984","4","FFs17","Eastern Cape",0
"985","5","FFs17","Eastern Cape",0
"986","6","FFs17","Eastern Cape",0
"987","7","FFs17","Eastern Cape",0
"988","1","FFs18","Eastern Cape",0
"989","2","FFs18","Eastern Cape",0
"990","3","FFs18","Eastern Cape",0
"991","4","FFs18","Eastern Cape",0
"992","5","FFs18","Eastern Cape",0
"993","6","FFs18","Eastern Cape",0
"994","7","FFs18","Eastern Cape",0
"995","1","FFs19","Eastern Cape",0
"996","2","FFs19","Eastern Cape",0
"997","3","FFs19","Eastern Cape",0
"998","4","FFs19","Eastern Cape",0
"999","5","FFs19","Eastern Cape",0
"1000","6","FFs19","Eastern Cape",0
"1001","7","FFs19","Eastern Cape",0
"1002","1","FFs2","Eastern Cape",0
"1003","2","FFs2","Eastern Cape",0
"1004","3","FFs2","Eastern Cape",0
"1005","4","FFs2","Eastern Cape",0
"1006","5","FFs2","Eastern Cape",0
"1007","6","FFs2","Eastern Cape",0
"1008","7","FFs2","Eastern Cape",0
"1009","1","FFs20","Eastern Cape",2239448
"1010","2","FFs20","Eastern Cape",221824
"1011","3","FFs20","Eastern Cape",15600
"1012","4","FFs20","Eastern Cape",55068
"1013","5","FFs20","Eastern Cape",899760
"1014","6","FFs20","Eastern Cape",98
"1015","7","FFs20","Eastern Cape",398817
"1016","1","FFs21","Eastern Cape",0
"1017","2","FFs21","Eastern Cape",0
"1018","3","FFs21","Eastern Cape",0
"1019","4","FFs21","Eastern Cape",0
"1020","5","FFs21","Eastern Cape",0
"1021","6","FFs21","Eastern Cape",0
"1022","7","FFs21","Eastern Cape",0
"1023","1","FFs22","Eastern Cape",0
"1024","2","FFs22","Eastern Cape",0
"1025","3","FFs22","Eastern Cape",0
"1026","4","FFs22","Eastern Cape",0
"1027","5","FFs22","Eastern Cape",0
"1028","6","FFs22","Eastern Cape",0
"1029","7","FFs22","Eastern Cape",0
"1030","1","FFs23","Eastern Cape",113443
"1031","2","FFs23","Eastern Cape",527
"1032","3","FFs23","Eastern Cape",70
"1033","4","FFs23","Eastern Cape",5
"1034","5","FFs23","Eastern Cape",112
"1035","6","FFs23","Eastern Cape",0
"1036","7","FFs23","Eastern Cape",0
"1037","1","FFs24","Eastern Cape",77746
"1038","2","FFs24","Eastern Cape",23
"1039","3","FFs24","Eastern Cape",1
"1040","4","FFs24","Eastern Cape",17
"1041","5","FFs24","Eastern Cape",0
"1042","6","FFs24","Eastern Cape",0
"1043","7","FFs24","Eastern Cape",0
"1044","1","FFs25","Eastern Cape",0
"1045","2","FFs25","Eastern Cape",0
"1046","3","FFs25","Eastern Cape",0
"1047","4","FFs25","Eastern Cape",0
"1048","5","FFs25","Eastern Cape",0
"1049","6","FFs25","Eastern Cape",0
"1050","7","FFs25","Eastern Cape",0
"1051","1","FFs26","Eastern Cape",0
"1052","2","FFs26","Eastern Cape",0
"1053","3","FFs26","Eastern Cape",0
"1054","4","FFs26","Eastern Cape",0
"1055","5","FFs26","Eastern Cape",0
"1056","6","FFs26","Eastern Cape",0
"1057","7","FFs26","Eastern Cape",0
"1058","1","FFs27","Eastern Cape",3459560
"1059","2","FFs27","Eastern Cape",57080
"1060","3","FFs27","Eastern Cape",237
"1061","4","FFs27","Eastern Cape",3106
"1062","5","FFs27","Eastern Cape",38936
"1063","6","FFs27","Eastern Cape",41
"1064","7","FFs27","Eastern Cape",247940
"1065","1","FFs28","Eastern Cape",8779309
"1066","2","FFs28","Eastern Cape",294935
"1067","3","FFs28","Eastern Cape",3656
"1068","4","FFs28","Eastern Cape",60950
"1069","5","FFs28","Eastern Cape",448191
"1070","6","FFs28","Eastern Cape",395
"1071","7","FFs28","Eastern Cape",47272
"1072","1","FFs29","Eastern Cape",329203
"1073","2","FFs29","Eastern Cape",78811
"1074","3","FFs29","Eastern Cape",362
"1075","4","FFs29","Eastern Cape",320937
"1076","5","FFs29","Eastern Cape",91834
"1077","6","FFs29","Eastern Cape",1381
"1078","7","FFs29","Eastern Cape",12963
"1079","1","FFs3","Eastern Cape",0
"1080","2","FFs3","Eastern Cape",0
"1081","3","FFs3","Eastern Cape",0
"1082","4","FFs3","Eastern Cape",0
"1083","5","FFs3","Eastern Cape",0
"1084","6","FFs3","Eastern Cape",0
"1085","7","FFs3","Eastern Cape",0
"1086","1","FFs30","Eastern Cape",0
"1087","2","FFs30","Eastern Cape",0
"1088","3","FFs30","Eastern Cape",0
"1089","4","FFs30","Eastern Cape",0
"1090","5","FFs30","Eastern Cape",0
"1091","6","FFs30","Eastern Cape",0
"1092","7","FFs30","Eastern Cape",0
"1093","1","FFs31","Eastern Cape",0
"1094","2","FFs31","Eastern Cape",0
"1095","3","FFs31","Eastern Cape",0
"1096","4","FFs31","Eastern Cape",0
"1097","5","FFs31","Eastern Cape",0
"1098","6","FFs31","Eastern Cape",0
"1099","7","FFs31","Eastern Cape",0
"1100","1","FFs32","Eastern Cape",0
"1101","2","FFs32","Eastern Cape",0
"1102","3","FFs32","Eastern Cape",0
"1103","4","FFs32","Eastern Cape",0
"1104","5","FFs32","Eastern Cape",0
"1105","6","FFs32","Eastern Cape",0
"1106","7","FFs32","Eastern Cape",0
"1107","1","FFs4","Eastern Cape",0
"1108","2","FFs4","Eastern Cape",0
"1109","3","FFs4","Eastern Cape",0
"1110","4","FFs4","Eastern Cape",0
"1111","5","FFs4","Eastern Cape",0
"1112","6","FFs4","Eastern Cape",0
"1113","7","FFs4","Eastern Cape",0
"1114","1","FFs5","Eastern Cape",0
"1115","2","FFs5","Eastern Cape",0
"1116","3","FFs5","Eastern Cape",0
"1117","4","FFs5","Eastern Cape",0
"1118","5","FFs5","Eastern Cape",0
"1119","6","FFs5","Eastern Cape",0
"1120","7","FFs5","Eastern Cape",0
"1121","1","FFs6","Eastern Cape",0
"1122","2","FFs6","Eastern Cape",0
"1123","3","FFs6","Eastern Cape",0
"1124","4","FFs6","Eastern Cape",0
"1125","5","FFs6","Eastern Cape",0
"1126","6","FFs6","Eastern Cape",0
"1127","7","FFs6","Eastern Cape",0
"1128","1","FFs7","Eastern Cape",0
"1129","2","FFs7","Eastern Cape",0
"1130","3","FFs7","Eastern Cape",0
"1131","4","FFs7","Eastern Cape",0
"1132","5","FFs7","Eastern Cape",0
"1133","6","FFs7","Eastern Cape",0
"1134","7","FFs7","Eastern Cape",0
"1135","1","FFs8","Eastern Cape",0
"1136","2","FFs8","Eastern Cape",0
"1137","3","FFs8","Eastern Cape",0
"1138","4","FFs8","Eastern Cape",0
"1139","5","FFs8","Eastern Cape",0
"1140","6","FFs8","Eastern Cape",0
"1141","7","FFs8","Eastern Cape",0
"1142","1","FFs9","Eastern Cape",0
"1143","2","FFs9","Eastern Cape",0
"1144","3","FFs9","Eastern Cape",0
"1145","4","FFs9","Eastern Cape",0
"1146","5","FFs9","Eastern Cape",0
"1147","6","FFs9","Eastern Cape",0
"1148","7","FFs9","Eastern Cape",0
"1149","1","FFt1","Eastern Cape",0
"1150","2","FFt1","Eastern Cape",0
"1151","3","FFt1","Eastern Cape",0
"1152","4","FFt1","Eastern Cape",0
"1153","5","FFt1","Eastern Cape",0
"1154","6","FFt1","Eastern Cape",0
"1155","7","FFt1","Eastern Cape",0
"1156","1","FFt2","Eastern Cape",453927
"1157","2","FFt2","Eastern Cape",20753
"1158","3","FFt2","Eastern Cape",95
"1159","4","FFt2","Eastern Cape",5709
"1160","5","FFt2","Eastern Cape",47285
"1161","6","FFt2","Eastern Cape",58
"1162","7","FFt2","Eastern Cape",79
"1163","1","FOa1","Eastern Cape",0
"1164","2","FOa1","Eastern Cape",0
"1165","3","FOa1","Eastern Cape",0
"1166","4","FOa1","Eastern Cape",0
"1167","5","FOa1","Eastern Cape",0
"1168","6","FOa1","Eastern Cape",0
"1169","7","FOa1","Eastern Cape",0
"1170","1","FOa2","Eastern Cape",118
"1171","2","FOa2","Eastern Cape",5
"1172","3","FOa2","Eastern Cape",0
"1173","4","FOa2","Eastern Cape",4
"1174","5","FOa2","Eastern Cape",0
"1175","6","FOa2","Eastern Cape",0
"1176","7","FOa2","Eastern Cape",0
"1177","1","FOa3","Eastern Cape",6853
"1178","2","FOa3","Eastern Cape",490
"1179","3","FOa3","Eastern Cape",0
"1180","4","FOa3","Eastern Cape",4
"1181","5","FOa3","Eastern Cape",51
"1182","6","FOa3","Eastern Cape",0
"1183","7","FOa3","Eastern Cape",0
"1184","1","FOz1","Eastern Cape",319740
"1185","2","FOz1","Eastern Cape",32187
"1186","3","FOz1","Eastern Cape",1
"1187","4","FOz1","Eastern Cape",98
"1188","5","FOz1","Eastern Cape",507
"1189","6","FOz1","Eastern Cape",0
"1190","7","FOz1","Eastern Cape",1219
"1191","1","FOz2","Eastern Cape",227
"1192","2","FOz2","Eastern Cape",0
"1193","3","FOz2","Eastern Cape",0
"1194","4","FOz2","Eastern Cape",0
"1195","5","FOz2","Eastern Cape",0
"1196","6","FOz2","Eastern Cape",0
"1197","7","FOz2","Eastern Cape",0
"1198","1","FOz3","Eastern Cape",1320552
"1199","2","FOz3","Eastern Cape",216630
"1200","3","FOz3","Eastern Cape",15
"1201","4","FOz3","Eastern Cape",191
"1202","5","FOz3","Eastern Cape",514
"1203","6","FOz3","Eastern Cape",0
"1204","7","FOz3","Eastern Cape",6667
"1205","1","FOz4","Eastern Cape",0
"1206","2","FOz4","Eastern Cape",0
"1207","3","FOz4","Eastern Cape",0
"1208","4","FOz4","Eastern Cape",0
"1209","5","FOz4","Eastern Cape",0
"1210","6","FOz4","Eastern Cape",0
"1211","7","FOz4","Eastern Cape",0
"1212","1","FOz5","Eastern Cape",889911
"1213","2","FOz5","Eastern Cape",45181
"1214","3","FOz5","Eastern Cape",58
"1215","4","FOz5","Eastern Cape",1583
"1216","5","FOz5","Eastern Cape",1200
"1217","6","FOz5","Eastern Cape",11
"1218","7","FOz5","Eastern Cape",779
"1219","1","FOz6","Eastern Cape",354229
"1220","2","FOz6","Eastern Cape",31693
"1221","3","FOz6","Eastern Cape",0
"1222","4","FOz6","Eastern Cape",140
"1223","5","FOz6","Eastern Cape",52501
"1224","6","FOz6","Eastern Cape",0
"1225","7","FOz6","Eastern Cape",5
"1226","1","FOz7","Eastern Cape",1107
"1227","2","FOz7","Eastern Cape",5
"1228","3","FOz7","Eastern Cape",0
"1229","4","FOz7","Eastern Cape",0
"1230","5","FOz7","Eastern Cape",0
"1231","6","FOz7","Eastern Cape",0
"1232","7","FOz7","Eastern Cape",0
"1233","1","FOz8","Eastern Cape",0
"1234","2","FOz8","Eastern Cape",0
"1235","3","FOz8","Eastern Cape",0
"1236","4","FOz8","Eastern Cape",0
"1237","5","FOz8","Eastern Cape",0
"1238","6","FOz8","Eastern Cape",0
"1239","7","FOz8","Eastern Cape",0
"1240","1","FOz9","Eastern Cape",0
"1241","2","FOz9","Eastern Cape",0
"1242","3","FOz9","Eastern Cape",0
"1243","4","FOz9","Eastern Cape",0
"1244","5","FOz9","Eastern Cape",0
"1245","6","FOz9","Eastern Cape",0
"1246","7","FOz9","Eastern Cape",0
"1247","1","FRa1","Eastern Cape",0
"1248","2","FRa1","Eastern Cape",0
"1249","3","FRa1","Eastern Cape",0
"1250","4","FRa1","Eastern Cape",0
"1251","5","FRa1","Eastern Cape",0
"1252","6","FRa1","Eastern Cape",0
"1253","7","FRa1","Eastern Cape",0
"1254","1","FRa2","Eastern Cape",0
"1255","2","FRa2","Eastern Cape",0
"1256","3","FRa2","Eastern Cape",0
"1257","4","FRa2","Eastern Cape",0
"1258","5","FRa2","Eastern Cape",0
"1259","6","FRa2","Eastern Cape",0
"1260","7","FRa2","Eastern Cape",0
"1261","1","FRc1","Eastern Cape",0
"1262","2","FRc1","Eastern Cape",0
"1263","3","FRc1","Eastern Cape",0
"1264","4","FRc1","Eastern Cape",0
"1265","5","FRc1","Eastern Cape",0
"1266","6","FRc1","Eastern Cape",0
"1267","7","FRc1","Eastern Cape",0
"1268","1","FRc2","Eastern Cape",0
"1269","2","FRc2","Eastern Cape",0
"1270","3","FRc2","Eastern Cape",0
"1271","4","FRc2","Eastern Cape",0
"1272","5","FRc2","Eastern Cape",0
"1273","6","FRc2","Eastern Cape",0
"1274","7","FRc2","Eastern Cape",0
"1275","1","FRd1","Eastern Cape",0
"1276","2","FRd1","Eastern Cape",0
"1277","3","FRd1","Eastern Cape",0
